project_id,project,category,opportunity_signal_grade,attention,reselection,money,activation,outcome,usage,purchase,repeat,friction,total_signal_volume,source_table
recent_logicola-3,LogiCola 3,SaaS / Software,A: 行为链较完整,212,93,70,223,207,178,14,270,151,871,04_recent_project_feature_scores.csv
recent_sidework,Sidework,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_silent-fail-get-an-email-when,"Silent Fail, get an email when",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_an-agent-that-finds-you-jobs,An agent that finds you jobs,AI Products,B: 有重新选择和商业意图,18,5,1,16,13,13,0,14,9,51,04_recent_project_feature_scores.csv
recent_guess-the-ai-model-from-its,Guess the AI model from its,AI Products,D: 信号稀疏,1,0,1,2,1,1,0,3,0,8,04_recent_project_feature_scores.csv
recent_kiso,Kiso,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tool-suite-for-c-lvl-managers,"Tool suite for C lvl managers,",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_xyzzy,Xyzzy,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_your-tree,Your Tree,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_pipy-semantic-search-mcp-for-ai,PiPy semantic search MCP for AI,AI Products,B: 有重新选择和商业意图,4,2,1,13,4,4,0,9,5,24,04_recent_project_feature_scores.csv
recent_tray-bio,Tray.bio,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_appwrite-2-0,Appwrite 2.0,AI Products,D: 信号稀疏,4,0,0,0,0,0,0,1,1,6,04_recent_project_feature_scores.csv
recent_an-open-source-tool-for-heterogeneous-replications,an open-source tool for heterogeneous replications,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_10x-token-savings-for-ai-web,10x token savings for AI Web,AI Products,D: 信号稀疏,0,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_training-and-trading-agentic-intelligence-with,Training and trading agentic intelligence with,AI Products,D: 信号稀疏,1,0,1,1,0,0,0,0,0,2,04_recent_project_feature_scores.csv
recent_abliterated-glm-5-3-api,Abliterated GLM-5.3 API,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tekmyra,TekMyra,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_retainfast,RetainFast,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tinyengine,TinyEngine,Hardware,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_rta-smriti,Rta-Smriti,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_d5s-an-ai-coworking-space-for,"D5s, an AI coworking space for",AI Products,D: 信号稀疏,1,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_i-benchmark-local-llms-on-real,I benchmark local LLMs on real,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_corporate-mind-games,Corporate Mind Games,SaaS / Software,D: 信号稀疏,0,1,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_i-built-snapquo-because-i-hated,I built Snapquo because I hated,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,1,2,04_recent_project_feature_scores.csv
recent_ascii-cnlibs,ASCII/cnlibs,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_booth-a-lightweight-checkpoint-library-for,"Booth, A lightweight checkpoint library for",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_turn-repeated-coding-agent-corrections-into-rules-skills,Turn repeated coding-agent corrections into rules/skills,AI Products,D: 信号稀疏,1,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_review-large-code-changes-in-your,Review large code changes in your,AI Products,D: 信号稀疏,0,0,0,1,1,1,0,1,0,1,04_recent_project_feature_scores.csv
recent_manner,Manner,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_my-ai-spent-15-on-a,My AI spent $15 on a,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_repoflows,RepoFlows,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_mcp-locker-one-private-endpoint-for,MCP Locker: One private endpoint for,SaaS / Software,D: 信号稀疏,0,0,0,1,1,1,0,2,1,2,04_recent_project_feature_scores.csv
recent_e-ink-optimized-manga-for-koreader-kindle,"E-Ink Optimized Manga for KOreader, Kindle,",SaaS / Software,D: 信号稀疏,2,0,0,2,2,2,0,4,2,6,04_recent_project_feature_scores.csv
recent_scoring-4-811-job-tasks-against-machine,"Scoring 4,811 job tasks against machine",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_preview-postgres-writes-from-ai-agents,Preview Postgres writes from AI agents,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_what-happens-when-you-give-your,What Happens When You Give Your,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_slotstream-run-qwen3-8-flash-next-4-bit-on-a,"Slotstream, run Qwen3.8-Flash-Next 4-bit on a",AI Products,D: 信号稀疏,0,0,0,4,2,2,0,2,0,4,04_recent_project_feature_scores.csv
recent_woml,WOML,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_license-detector,License Detector,Developer Tools,D: 信号稀疏,0,0,0,1,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_ai-startup-trustedrouter-raises-1-25m,AI startup TrustedRouter raises $1.25M,AI Products,D: 信号稀疏,1,0,0,0,0,0,0,0,0,2,04_recent_project_feature_scores.csv
recent_actionful,Actionful,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_png-binder,PNG Binder,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_annotate-anything-in-the-terminal,Annotate Anything in the Terminal,SaaS / Software,D: 信号稀疏,2,0,0,1,1,1,0,1,0,3,04_recent_project_feature_scores.csv
recent_ai-tattoo-design-and-planning-tools,AI Tattoo Design and Planning Tools,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_a-file-based-router-for-cloudflare-workers,A file-based router for Cloudflare Workers,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_clicking-a-react-element-shouldn-t-stop,Clicking a React element shouldn't stop,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_ios-app-for-creating-pdf-s-from,iOS App for creating PDF's from,SaaS / Software,A: 行为链较完整,2,0,2,4,2,2,0,2,0,9,04_recent_project_feature_scores.csv
recent_cutaway-1-5-7,Cutaway 1.5.7,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_cool-concepts,Cool Concepts,SaaS / Software,A: 行为链较完整,252,96,51,285,255,225,13,330,179,959,04_recent_project_feature_scores.csv
recent_assemble-context-for-analytics-agents-from,Assemble context for analytics agents from,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_linux-server-management-over-ssh,Linux server management over SSH,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_doglm,DogLM,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_kanvibe,KanVibe,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_cut-list-studio,Cut List Studio,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_that-works,That works,SaaS / Software,A: 行为链较完整,45,12,6,30,35,25,3,46,35,163,04_recent_project_feature_scores.csv
recent_jit-skill-architecture-for-ai-agents,JIT Skill Architecture for AI Agents,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-built-a-social-web-experiment,I built a social web experiment,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tinygit,TinyGit,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_hybrids,Hybrids,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_nos4-fun,Nos4.fun,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_a-dedicated-hub-to-find-test,"A dedicated hub to find, test,",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_decispher,Decispher,AI Products,D: 信号稀疏,2,1,0,1,1,1,0,1,1,5,04_recent_project_feature_scores.csv
recent_words-to-worlds,Words to Worlds,SaaS / Software,B: 有重新选择和商业意图,2,2,1,1,1,1,0,1,1,7,04_recent_project_feature_scores.csv
recent_agix,agix,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_astral,Astral,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-built-this-social-leaderboard-game,I built this social leaderboard game,Consumer Products,D: 信号稀疏,2,1,0,0,0,0,0,1,1,4,04_recent_project_feature_scores.csv
recent_our-glm-5-3-flash-switchless-recipe-is,Our GLM-5.3 Flash Switchless recipe is,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_three-slicer-i-ported-orcaslicer-to,"Three Slicer, I ported OrcaSlicer to",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_slideops,SlideOps,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_stickyboard,Stickyboard,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_the-economic-atlas-a-data-first-dashboard,The Economic Atlas: a data-first dashboard,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_we-tried-to-recover-blurred-pixelated,"We tried to recover blurred, pixelated",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_evoboard,Evoboard,Developer Tools,D: 信号稀疏,0,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_ai-studio-with-500-models-for,AI studio with 500 models for,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_swiftmo-power-captures-real-time-exercise-kinematics,SwiftMo Power captures real-time exercise kinematics,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_floe,Floe,AI Products,D: 信号稀疏,1,1,0,2,1,1,0,1,0,3,04_recent_project_feature_scores.csv
recent_free-fast-screenshot-app-for-macos,"Free, Fast Screenshot App for macOS",AI Products,D: 信号稀疏,2,0,0,0,0,0,0,0,0,2,04_recent_project_feature_scores.csv
recent_smooth-game-streaming-with-latency-on,Smooth Game streaming with latency on,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_highlander,Highlander,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-tracked-55k-free-proxies-for,I tracked 55k free proxies for,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_vajraclaw,VajraClaw,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_a-pi-extension-to-monitor-your,A Pi extension to monitor your,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_catch-ai-code-hallucinations-without-asking,Catch AI code hallucinations without asking,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_no-rush,No Rush,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_schist,Schist,Consumer Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_sonde-a-local-code-graph-for,"Sonde, a local code graph for",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_live-step-through-diagram-embeds-for-confluence,"Live, step-through diagram embeds for Confluence",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_type,Type,SaaS / Software,A: 行为链较完整,14383,5811,3361,17403,15766,14021,808,22860,11869,59897,04_recent_project_feature_scores.csv
recent_albums-vault-my-take-on-how,"Albums Vault, my take on how",Developer Tools,D: 信号稀疏,0,0,0,1,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_flarepeek,FlarePeek,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tracking-spec-driven-development-in-the-wild,Tracking spec-driven development in the wild,Marketplace / Platform Products,D: 信号稀疏,1,0,0,5,2,2,0,2,3,11,04_recent_project_feature_scores.csv
recent_scriptspool,ScriptSpool,SaaS / Software,D: 信号稀疏,0,0,0,1,1,1,0,1,0,1,04_recent_project_feature_scores.csv
recent_growtics,Growtics,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_maccyp,MaCcyP,AI Products,D: 信号稀疏,0,0,0,2,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_prove-your-code-produced-your-claims,Prove your code produced your claims,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_card-shop-directory,Card Shop Directory,Marketplace / Platform Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-asked-llms-to-choose-between,I asked LLMs to choose between,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_scoutlayer,ScoutLayer,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_recql,RecQL,SaaS / Software,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_niu-lai-series-website,Niu Lai Series Website,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_shell-utility-for-encrypting-and-decrypting,Shell utility for encrypting and decrypting,SaaS / Software,D: 信号稀疏,0,0,0,1,1,1,0,1,0,1,04_recent_project_feature_scores.csv
recent_how-to-fish-game-wiki,How to Fish Game Wiki,Consumer Products,B: 有重新选择和商业意图,5,2,1,4,5,3,1,6,2,18,04_recent_project_feature_scores.csv
recent_magic-layers,Magic Layers,SaaS / Software,D: 信号稀疏,1,0,0,0,0,0,0,0,0,2,04_recent_project_feature_scores.csv
recent_python-static-site-generator-for-small,Python Static Site Generator for Small,AI Products,D: 信号稀疏,1,0,1,1,1,1,0,2,1,4,04_recent_project_feature_scores.csv
recent_clownbid-lol,Clownbid.lol,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_break-5-the-addictive-free-5,"Break 5, the addictive, free 5",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_open-source-hands-free-mouse-control-with-tracky,Open-source hands-free mouse control with Tracky,Developer Tools,D: 信号稀疏,1,0,0,1,1,1,0,2,1,3,04_recent_project_feature_scores.csv
recent_st-louis-food-map,St. Louis Food Map,AI Products,D: 信号稀疏,3,0,0,2,4,2,0,4,2,9,04_recent_project_feature_scores.csv
recent_what-apple-s-os-updates-silently-change,What Apple's OS updates silently change,Hardware,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-timestamped-34-trading-strategy-sweeps,I timestamped 34 trading strategy sweeps,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_academa,Academa,AI Products,D: 信号稀疏,1,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_ration,Ration,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_manage-coding-norms-across-your-ai,Manage coding norms across your AI,AI Products,D: 信号稀疏,1,1,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_hide-the-mac-menu-bar-or,Hide the Mac menu bar or,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_shadertoyx,ShaderToyX,SaaS / Software,A: 行为链较完整,17,3,10,40,40,33,0,49,18,92,04_recent_project_feature_scores.csv
recent_bill-fans-per-post-not-per,"Bill fans per post, not per",SaaS / Software,D: 信号稀疏,1,0,1,3,1,1,0,2,1,5,04_recent_project_feature_scores.csv
recent_automated-sanborn-map-georeferencing-with-a,"Automated Sanborn map georeferencing, with a",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_m-dicos-por-venezuela,Médicos por Venezuela,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_roam-a-gps-speedometer-that-tries,"Roam, a GPS speedometer that tries",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_invovanta,Invovanta,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_a-big-five-personality-test-with,A Big Five personality test with,Consumer Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_anvendor,AnVendor,AI Products,D: 信号稀疏,2,1,2,2,1,1,0,1,1,9,04_recent_project_feature_scores.csv
recent_cogram-studio,Cogram Studio,AI Products,D: 信号稀疏,1,0,0,1,1,1,0,1,1,4,04_recent_project_feature_scores.csv
recent_mytops,MyTops,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_hillock-local-neuro-symbolic-memory-engine-in,Hillock: Local neuro-symbolic memory engine in,SaaS / Software,D: 信号稀疏,3,4,0,2,2,2,0,2,0,7,04_recent_project_feature_scores.csv
recent_skills-mcp,Skills MCP,AI Products,A: 行为链较完整,453,214,109,713,494,474,11,722,360,1954,04_recent_project_feature_scores.csv
recent_randomly-sample-locations-on-streets,Randomly Sample Locations on Streets,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_flint,Flint,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_tinysandbox-js-runtime,Tinysandbox-JS-Runtime,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_abracadanames,AbracadaNames,Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_text-logo,Text Logo,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_simurg-open-source-web-search-for-ai,Simurg open-source web search for AI,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_opencode2-hud,OpenCode2 HUD,SaaS / Software,A: 行为链较完整,87,41,26,190,163,155,3,210,79,461,04_recent_project_feature_scores.csv
recent_claude-skills-starter-kit,Claude Skills Starter Kit,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_an-implementation-of-scheme-in-rust,An Implementation of Scheme in Rust,SaaS / Software,A: 行为链较完整,16,7,3,21,20,18,2,34,22,83,04_recent_project_feature_scores.csv
recent_i-filtered-august-who-is-hiring,I filtered August Who is Hiring,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_cardgo,CardGo,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_bentopdf-hyper-compress-and-kura,"BentoPDF, Hyper Compress and Kura",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,1,1,1,04_recent_project_feature_scores.csv
recent_piqt,Piqt,Hardware,D: 信号稀疏,1,0,0,1,1,1,0,1,0,2,04_recent_project_feature_scores.csv
recent_outfund,OutFund,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_snaketron,Snaketron,AI Products,D: 信号稀疏,1,0,0,0,0,0,0,0,1,2,04_recent_project_feature_scores.csv
recent_nohtml-felixs-eu,Nohtml.felixs.eu,SaaS / Software,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_mktero,Mktero,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_spewer,Spewer,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_murmell,Murmell,AI Products,D: 信号稀疏,1,0,0,0,1,0,0,2,2,4,04_recent_project_feature_scores.csv
recent_sapporta,Sapporta,AI Products,D: 信号稀疏,2,2,0,2,2,2,0,6,4,12,04_recent_project_feature_scores.csv
recent_finbridge,FinBridge,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_cushion,Cushion,AI Products,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_an-anonymous-no-signup-alert-app,"An anonymous, no-signup alert app",Developer Tools,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_open-sar-cop,Open SAR-COP,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-built-a-physical-dream-machine,I built a physical dream machine,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_ttydterm-browser-terminals-with-unix-tools,"Ttydterm, browser terminals with Unix tools",AI Products,D: 信号稀疏,1,0,0,0,0,0,0,0,1,2,04_recent_project_feature_scores.csv
recent_podiom,Podiom,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_c-game-engine-with-its-own,C# Game Engine with its own,Consumer Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_self-hosted-mobile-friendly-web-ui-for-herdr,Self-hosted mobile-friendly web UI for Herdr,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_shevtoneaudio-orchestrator,ShevtoneAudio Orchestrator,AI Products,D: 信号稀疏,0,0,0,0,1,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_my-startup-idea-scanner-scored-500-ideas,My startup-idea scanner scored 500 ideas;,AI Products,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_1endpoint,1endpoint,AI Products,D: 信号稀疏,0,0,1,0,0,0,0,1,1,2,04_recent_project_feature_scores.csv
recent_the-thousand,The Thousand,SaaS / Software,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_get-your-free-ai-search-visibility,Get your free AI search visibility,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_nuzzle,Nuzzle,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_drop-a-sql-schema-get-an,"Drop a SQL schema, get an",SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_time-tracking-for-solo-consultants-that,Time tracking for solo consultants that,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_train-300m-32-layer-model-in-1-5gb-ram,Train 300M/32-Layer Model in 1.5GB RAM,Hardware,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_rose,Rose,SaaS / Software,D: 信号稀疏,1,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_bolnee-chat,Bolnee-Chat,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_lexino,Lexino,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_explore-the-solar-system-with-hand,Explore the solar system with hand,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_dice-for-board-games-and-rpgs,Dice for Board Games and RPGs,Consumer Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_photo-manager-that-find-and-organize,Photo Manager That Find and Organize,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_atlas-face,Atlas:Face,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_issue-tracker-that-replays-workflows-deeply,"Issue tracker that replays workflows, deeply",AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,1,04_recent_project_feature_scores.csv
recent_i-made-a-signage-visualizer-tool,I made a signage visualizer tool,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_i-built-a-terminal-pager-that,I built a terminal pager that,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_agentgate,AgentGate,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_velocitynote,VelocityNote,Hardware,D: 信号稀疏,0,0,0,0,0,0,0,1,1,1,04_recent_project_feature_scores.csv
recent_runcoder,RunCoder,SaaS / Software,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_scripttap,ScriptTap,AI Products,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
recent_masareef,Masareef,Hardware,D: 信号稀疏,0,0,0,0,0,0,0,0,0,0,04_recent_project_feature_scores.csv
