project_id,project,category,source,event_year,attention,reselection,money,activation,outcome,usage,purchase,repeat,friction,total_signal_volume,money_per_attention,outcome_per_attention,reselection_per_attention,friction_per_usage,opportunity_signal_grade
recent_libraries-ink,Libraries.ink,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_guided-sentence-diagramming-to-practice-grammar,Guided sentence diagramming to practice grammar,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_open-agent-forum,Open Agent Forum,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_49-ide,49 IDE,Hardware,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_markdown-viewer-and-editor,Markdown Viewer and Editor,AI Products,show_hn,2026,13,7,3,25,16,14,1,28,17,66,0.231,1.231,0.538,1.214,A: 行为链较完整
recent_tubeviz,Tubeviz,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cdai,cdai,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_claude-code-arcade,Claude Code Arcade,AI Products,show_hn,2026,9,3,2,14,11,11,0,14,6,38,0.222,1.222,0.333,0.545,A: 行为链较完整
recent_i-made-a-minimalist-digital-zine,I made a minimalist digital zine,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_sheet-based-infrastructure-sheeternetes-and-sheet-native-foundation,"Sheet-Based Infrastructure, Sheeternetes and Sheet-Native Foundation",Developer Tools,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_transform-text-and-images-into-cinematic,Transform text and images into cinematic,AI Products,show_hn,2026,1,0,1,1,1,1,0,4,3,6,1.0,1.0,0.0,3.0,D: 信号稀疏
recent_room-treatment,Room Treatment,SaaS / Software,show_hn,2026,37,16,18,26,23,15,1,37,26,146,0.486,0.622,0.432,1.733,A: 行为链较完整
recent_keel,Keel,AI Products,show_hn,2026,6,2,0,4,2,2,0,4,7,20,0.0,0.333,0.333,3.5,D: 信号稀疏
recent_doom-compiled-into-an-llm,Doom Compiled into an LLM,AI Products,show_hn,2026,3,2,0,2,3,2,0,4,3,12,0.0,1.0,0.667,1.5,D: 信号稀疏
recent_terminal-browser,Terminal-browser,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_super-cli-mario,Super CLI MARIO,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_popsql-and-seekwell-were-shutting-down,"PopSQL and SeekWell were shutting down,",Developer Tools,show_hn,2026,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_another-marketplace-for-returns-overstock-and,"*Another* marketplace for returns, overstock, and",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_logicola-3,LogiCola 3,SaaS / Software,show_hn,2026,212,93,70,223,207,178,14,270,151,871,0.33,0.976,0.439,0.848,A: 行为链较完整
recent_sidework,Sidework,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_silent-fail-get-an-email-when,"Silent Fail, get an email when",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_an-agent-that-finds-you-jobs,An agent that finds you jobs,AI Products,show_hn,2026,18,5,1,16,13,13,0,14,9,51,0.056,0.722,0.278,0.692,B: 有重新选择和商业意图
recent_guess-the-ai-model-from-its,Guess the AI model from its,AI Products,show_hn,2026,1,0,1,2,1,1,0,3,0,8,1.0,1.0,0.0,0.0,D: 信号稀疏
recent_kiso,Kiso,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tool-suite-for-c-lvl-managers,"Tool suite for C lvl managers,",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_xyzzy,Xyzzy,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_your-tree,Your Tree,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_pipy-semantic-search-mcp-for-ai,PiPy semantic search MCP for AI,AI Products,show_hn,2026,4,2,1,13,4,4,0,9,5,24,0.25,1.0,0.5,1.25,B: 有重新选择和商业意图
recent_tray-bio,Tray.bio,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_appwrite-2-0,Appwrite 2.0,AI Products,show_hn,2026,4,0,0,0,0,0,0,1,1,6,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_an-open-source-tool-for-heterogeneous-replications,an open-source tool for heterogeneous replications,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_10x-token-savings-for-ai-web,10x token savings for AI Web,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_training-and-trading-agentic-intelligence-with,Training and trading agentic intelligence with,AI Products,show_hn,2026,1,0,1,1,0,0,0,0,0,2,1.0,0.0,0.0,0.0,D: 信号稀疏
recent_abliterated-glm-5-3-api,Abliterated GLM-5.3 API,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tekmyra,TekMyra,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_retainfast,RetainFast,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tinyengine,TinyEngine,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_rta-smriti,Rta-Smriti,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_d5s-an-ai-coworking-space-for,"D5s, an AI coworking space for",AI Products,show_hn,2026,1,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_i-benchmark-local-llms-on-real,I benchmark local LLMs on real,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_corporate-mind-games,Corporate Mind Games,SaaS / Software,show_hn,2026,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,D: 信号稀疏
recent_i-built-snapquo-because-i-hated,I built Snapquo because I hated,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_ascii-cnlibs,ASCII/cnlibs,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_booth-a-lightweight-checkpoint-library-for,"Booth, A lightweight checkpoint library for",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_turn-repeated-coding-agent-corrections-into-rules-skills,Turn repeated coding-agent corrections into rules/skills,AI Products,show_hn,2026,1,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_review-large-code-changes-in-your,Review large code changes in your,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_manner,Manner,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_my-ai-spent-15-on-a,My AI spent $15 on a,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_repoflows,RepoFlows,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_mcp-locker-one-private-endpoint-for,MCP Locker: One private endpoint for,SaaS / Software,show_hn,2026,0,0,0,1,1,1,0,2,1,2,0.0,1.0,0.0,1.0,D: 信号稀疏
recent_e-ink-optimized-manga-for-koreader-kindle,"E-Ink Optimized Manga for KOreader, Kindle,",SaaS / Software,show_hn,2026,2,0,0,2,2,2,0,4,2,6,0.0,1.0,0.0,1.0,D: 信号稀疏
recent_scoring-4-811-job-tasks-against-machine,"Scoring 4,811 job tasks against machine",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_preview-postgres-writes-from-ai-agents,Preview Postgres writes from AI agents,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_what-happens-when-you-give-your,What Happens When You Give Your,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_slotstream-run-qwen3-8-flash-next-4-bit-on-a,"Slotstream, run Qwen3.8-Flash-Next 4-bit on a",AI Products,show_hn,2026,0,0,0,4,2,2,0,2,0,4,0.0,2.0,0.0,0.0,D: 信号稀疏
recent_woml,WOML,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_license-detector,License Detector,Developer Tools,show_hn,2026,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ai-startup-trustedrouter-raises-1-25m,AI startup TrustedRouter raises $1.25M,AI Products,show_hn,2026,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_actionful,Actionful,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_png-binder,PNG Binder,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_annotate-anything-in-the-terminal,Annotate Anything in the Terminal,SaaS / Software,show_hn,2026,2,0,0,1,1,1,0,1,0,3,0.0,0.5,0.0,0.0,D: 信号稀疏
recent_ai-tattoo-design-and-planning-tools,AI Tattoo Design and Planning Tools,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-file-based-router-for-cloudflare-workers,A file-based router for Cloudflare Workers,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_clicking-a-react-element-shouldn-t-stop,Clicking a React element shouldn't stop,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ios-app-for-creating-pdf-s-from,iOS App for creating PDF's from,SaaS / Software,show_hn,2026,2,0,2,4,2,2,0,2,0,9,1.0,1.0,0.0,0.0,A: 行为链较完整
recent_cutaway-1-5-7,Cutaway 1.5.7,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cool-concepts,Cool Concepts,SaaS / Software,show_hn,2026,252,96,51,285,255,225,13,330,179,959,0.202,1.012,0.381,0.796,A: 行为链较完整
recent_assemble-context-for-analytics-agents-from,Assemble context for analytics agents from,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_linux-server-management-over-ssh,Linux server management over SSH,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_doglm,DogLM,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_kanvibe,KanVibe,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cut-list-studio,Cut List Studio,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_that-works,That works,SaaS / Software,show_hn,2026,45,12,6,30,35,25,3,46,35,163,0.133,0.778,0.267,1.4,A: 行为链较完整
recent_jit-skill-architecture-for-ai-agents,JIT Skill Architecture for AI Agents,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-built-a-social-web-experiment,I built a social web experiment,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tinygit,TinyGit,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_hybrids,Hybrids,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_nos4-fun,Nos4.fun,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-dedicated-hub-to-find-test,"A dedicated hub to find, test,",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_decispher,Decispher,AI Products,show_hn,2026,2,1,0,1,1,1,0,1,1,5,0.0,0.5,0.5,1.0,D: 信号稀疏
recent_words-to-worlds,Words to Worlds,SaaS / Software,show_hn,2026,2,2,1,1,1,1,0,1,1,7,0.5,0.5,1.0,1.0,B: 有重新选择和商业意图
recent_agix,agix,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_astral,Astral,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-built-this-social-leaderboard-game,I built this social leaderboard game,Consumer Products,show_hn,2026,2,1,0,0,0,0,0,1,1,4,0.0,0.0,0.5,1.0,D: 信号稀疏
recent_our-glm-5-3-flash-switchless-recipe-is,Our GLM-5.3 Flash Switchless recipe is,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_three-slicer-i-ported-orcaslicer-to,"Three Slicer, I ported OrcaSlicer to",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_slideops,SlideOps,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_stickyboard,Stickyboard,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_the-economic-atlas-a-data-first-dashboard,The Economic Atlas: a data-first dashboard,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_we-tried-to-recover-blurred-pixelated,"We tried to recover blurred, pixelated",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_evoboard,Evoboard,Developer Tools,show_hn,2026,0,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_ai-studio-with-500-models-for,AI studio with 500 models for,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_swiftmo-power-captures-real-time-exercise-kinematics,SwiftMo Power captures real-time exercise kinematics,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_floe,Floe,AI Products,show_hn,2026,1,1,0,2,1,1,0,1,0,3,0.0,1.0,1.0,0.0,D: 信号稀疏
recent_free-fast-screenshot-app-for-macos,"Free, Fast Screenshot App for macOS",AI Products,show_hn,2026,2,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_smooth-game-streaming-with-latency-on,Smooth Game streaming with latency on,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_highlander,Highlander,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-tracked-55k-free-proxies-for,I tracked 55k free proxies for,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_vajraclaw,VajraClaw,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-pi-extension-to-monitor-your,A Pi extension to monitor your,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_catch-ai-code-hallucinations-without-asking,Catch AI code hallucinations without asking,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_no-rush,No Rush,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_schist,Schist,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_sonde-a-local-code-graph-for,"Sonde, a local code graph for",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_live-step-through-diagram-embeds-for-confluence,"Live, step-through diagram embeds for Confluence",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_type,Type,SaaS / Software,show_hn,2026,14383,5811,3361,17403,15766,14021,808,22860,11869,59897,0.234,1.096,0.404,0.847,A: 行为链较完整
recent_albums-vault-my-take-on-how,"Albums Vault, my take on how",Developer Tools,show_hn,2026,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_flarepeek,FlarePeek,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tracking-spec-driven-development-in-the-wild,Tracking spec-driven development in the wild,Marketplace / Platform Products,show_hn,2026,1,0,0,5,2,2,0,2,3,11,0.0,2.0,0.0,1.5,D: 信号稀疏
recent_scriptspool,ScriptSpool,SaaS / Software,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_growtics,Growtics,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_maccyp,MaCcyP,AI Products,show_hn,2026,0,0,0,2,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_prove-your-code-produced-your-claims,Prove your code produced your claims,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_card-shop-directory,Card Shop Directory,Marketplace / Platform Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-asked-llms-to-choose-between,I asked LLMs to choose between,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_scoutlayer,ScoutLayer,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_recql,RecQL,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_niu-lai-series-website,Niu Lai Series Website,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_shell-utility-for-encrypting-and-decrypting,Shell utility for encrypting and decrypting,SaaS / Software,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_how-to-fish-game-wiki,How to Fish Game Wiki,Consumer Products,show_hn,2026,5,2,1,4,5,3,1,6,2,18,0.2,1.0,0.4,0.667,B: 有重新选择和商业意图
recent_magic-layers,Magic Layers,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_python-static-site-generator-for-small,Python Static Site Generator for Small,AI Products,show_hn,2026,1,0,1,1,1,1,0,2,1,4,1.0,1.0,0.0,1.0,D: 信号稀疏
recent_clownbid-lol,Clownbid.lol,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_break-5-the-addictive-free-5,"Break 5, the addictive, free 5",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_open-source-hands-free-mouse-control-with-tracky,Open-source hands-free mouse control with Tracky,Developer Tools,show_hn,2026,1,0,0,1,1,1,0,2,1,3,0.0,1.0,0.0,1.0,D: 信号稀疏
recent_st-louis-food-map,St. Louis Food Map,AI Products,show_hn,2026,3,0,0,2,4,2,0,4,2,9,0.0,1.333,0.0,1.0,D: 信号稀疏
recent_what-apple-s-os-updates-silently-change,What Apple's OS updates silently change,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-timestamped-34-trading-strategy-sweeps,I timestamped 34 trading strategy sweeps,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_academa,Academa,AI Products,show_hn,2026,1,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_ration,Ration,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_manage-coding-norms-across-your-ai,Manage coding norms across your AI,AI Products,show_hn,2026,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,D: 信号稀疏
recent_hide-the-mac-menu-bar-or,Hide the Mac menu bar or,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_shadertoyx,ShaderToyX,SaaS / Software,show_hn,2026,17,3,10,40,40,33,0,49,18,92,0.588,2.353,0.176,0.545,A: 行为链较完整
recent_bill-fans-per-post-not-per,"Bill fans per post, not per",SaaS / Software,show_hn,2026,1,0,1,3,1,1,0,2,1,5,1.0,1.0,0.0,1.0,D: 信号稀疏
recent_automated-sanborn-map-georeferencing-with-a,"Automated Sanborn map georeferencing, with a",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_m-dicos-por-venezuela,Médicos por Venezuela,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_roam-a-gps-speedometer-that-tries,"Roam, a GPS speedometer that tries",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_invovanta,Invovanta,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-big-five-personality-test-with,A Big Five personality test with,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_anvendor,AnVendor,AI Products,show_hn,2026,2,1,2,2,1,1,0,1,1,9,1.0,0.5,0.5,1.0,D: 信号稀疏
recent_cogram-studio,Cogram Studio,AI Products,show_hn,2026,1,0,0,1,1,1,0,1,1,4,0.0,1.0,0.0,1.0,D: 信号稀疏
recent_mytops,MyTops,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_hillock-local-neuro-symbolic-memory-engine-in,Hillock: Local neuro-symbolic memory engine in,SaaS / Software,show_hn,2026,3,4,0,2,2,2,0,2,0,7,0.0,0.667,1.333,0.0,D: 信号稀疏
recent_skills-mcp,Skills MCP,AI Products,show_hn,2026,453,214,109,713,494,474,11,722,360,1954,0.241,1.091,0.472,0.759,A: 行为链较完整
recent_randomly-sample-locations-on-streets,Randomly Sample Locations on Streets,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_flint,Flint,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tinysandbox-js-runtime,Tinysandbox-JS-Runtime,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_abracadanames,AbracadaNames,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_text-logo,Text Logo,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_simurg-open-source-web-search-for-ai,Simurg open-source web search for AI,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_opencode2-hud,OpenCode2 HUD,SaaS / Software,show_hn,2026,87,41,26,190,163,155,3,210,79,461,0.299,1.874,0.471,0.51,A: 行为链较完整
recent_claude-skills-starter-kit,Claude Skills Starter Kit,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_an-implementation-of-scheme-in-rust,An Implementation of Scheme in Rust,SaaS / Software,show_hn,2026,16,7,3,21,20,18,2,34,22,83,0.188,1.25,0.438,1.222,A: 行为链较完整
recent_i-filtered-august-who-is-hiring,I filtered August Who is Hiring,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cardgo,CardGo,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_bentopdf-hyper-compress-and-kura,"BentoPDF, Hyper Compress and Kura",AI Products,show_hn,2026,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_piqt,Piqt,Hardware,show_hn,2026,1,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_outfund,OutFund,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_snaketron,Snaketron,AI Products,show_hn,2026,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_nohtml-felixs-eu,Nohtml.felixs.eu,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_mktero,Mktero,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
